	Acholeplasmataceae	Acidaminococcaceae	Actinomycetaceae	Aerococcaceae	Akkermansiaceae	Anaerofustaceae	Anaerovoracaceae	Atopobiaceae	Bacillaceae	Bacteroidaceae	Barnesiellaceae	Bifidobacteriaceae	Burkholderiaceae	Butyricicoccaceae	Campylobacteraceae	Carnobacteriaceae	Caulobacteraceae	Chloroplast	Christensenellaceae	Clostridia_UCG-014	Clostridia_vadinBB60_group	Clostridiaceae	Comamonadaceae	Coriobacteriaceae	Coriobacteriales_Incertae_Sedis	Corynebacteriaceae	Defluviitaleaceae	Desulfovibrionaceae	Dysgonomonadaceae	Eggerthellaceae	Elusimicrobiaceae	Enterobacteriaceae	Enterococcaceae	Erysipelatoclostridiaceae	Erysipelotrichaceae	Eubacteriaceae	Family_XI	Fusobacteriaceae	Gastranaerophilales	Gemellaceae	Hafniaceae	Hyphomonadaceae	Izemoplasmatales	Lachnospiraceae	Lactobacillaceae	Leptotrichiaceae	Marinifilaceae	Micrococcaceae	Monoglobaceae	Moraxellaceae	Morganellaceae	Muribaculaceae	Neisseriaceae	Nocardiaceae	Oscillospiraceae	Oscillospirales	Oxalobacteraceae	P5D1-392	Pasteurellaceae	Peptococcaceae	Peptostreptococcaceae	Porphyromonadaceae	Prevotellaceae	Propionibacteriaceae	Pseudomonadaceae	Puniceicoccaceae	RF39	Rhizobiaceae	Rikenellaceae	Ruminococcaceae	Saccharimonadaceae	Saccharimonadales	Selenomonadaceae	Staphylococcaceae	Streptococcaceae	Succinivibrionaceae	Sutterellaceae	Synergistaceae	Syntrophomonadaceae	Tannerellaceae	UCG-010	Veillonellaceae	Victivallaceae	Weeksellaceae	Xanthomonadaceae	Yersiniaceae	[Clostridium]_methylpentosum_group	[Eubacterium]_coprostanoligenes_group	vadinBE97
HC05	0	5.20042259648251	0.0894910198247467	0	1.55987819277857	0	0.0720899881921571	0	0	7.62538064756696	1.79603505064943	1.49151699707911	0	0.544403703933876	0.257286681996147	0	0	0.0062146541544963	2.70461748803679	0.196383071282083	0.960785532285128	0.447455099123734	0	0.40395252004226	0.0372879249269778	0.0348020632651793	0.00497172332359704	0.315704431048412	0	0.188925486296688	0	0.145422907215213	0	1.31874961158412	0.385308557578771	0	0.45366975327823	0.00870051581629482	1.38711080728357	0	0.023615685787086	0	4.39748927972158	14.7287303461562	0	0	0.37039338760798	0	0.120564290597228	0	0	0	0	0	6.74165682679759	0.0062146541544963	0.10067739730284	0	0.187682555465788	0.0348020632651793	2.3590827170468	0.837735380026101	12.2552979926667	0	0	0.707227642781679	3.06506742899758	0	2.89602883599528	14.6628550121186	0	0	0.0472313715741719	0	0.314461500217513	0	0.99185880305761	0	0.00372879249269778	0.512087502330495	1.40824063140886	0.0310732707724815	0.390280280902368	0	0	0	0	2.0185196693804	0.152880492200609
HC06	0	4.08163265306122	0	0	0.663735737379612	0	0.0427664779239441	0	0	30.8004174008245	4.20651076859914	1.92278084746053	0.00513197735087329	0.549121576543442	0	0	0	0	0.0171065911695776	0.13001009288879	0.0307918641052397	0.00855329558478882	0	0.215543048736678	0.00684263646783106	0	0.0171065911695776	0.480695211865132	0	0.444771370409019	0	0.0256598867543665	0	1.41984706707494	0.0975075696665925	0	0	0.0153959320526199	0	0.00342131823391553	0	0	0	22.6166241852986	0.00342131823391553	0	1.56183177378244	0	0.153959320526199	0	0	0	0	0	2.19477564705681	0.00342131823391553	0	0.0153959320526199	0.0136852729356621	0.00342131823391553	0.11461416083617	0	0.00513197735087329	0	0	0	0.157380638760114	0	5.16619053321245	15.9347896744616	0	0	0	0	0.600441350052175	0	1.76711086781737	0	0	0.0598730690935217	0	0.0376345005730708	0	0	0	0	0	0.318182595754144	0
HC07	0	0.459695473110378	0.00683562041799819	0	0	0.00512671531349864	0.268298101406429	0.186270656390451	0	9.24175880513355	1.05610335458072	11.9794247825418	0	0.018797956149495	0.00341781020899909	0	0	0	0.422099560811388	2.78722422543876	0.0256335765674932	1.72428525044004	0	5.14722217475264	0.018797956149495	0	0.0205068612539946	0.18797956149495	0	0.181143941076952	0	1.1466753251192	7.00992873865715	0.892048464548764	6.15718509151187	0.0393048174034896	0.0102534306269973	0	0	0	0.0273424816719928	0	0.018797956149495	15.5732522173044	1.16889109147769	0	0.33836321069091	0	0.0170890510449955	0	0	0.0393048174034896	0	0	2.32240203701488	0	0	0	0.00341781020899909	0.0239246714629937	8.46933369789975	0.00341781020899909	0.0290513867764923	0	0	0	2.03872378966796	0	2.19081634396842	8.48471384384025	0	0	0	0	1.71744963002204	0	0.15038364919596	0.0102534306269973	0	0.343489926004409	0.15038364919596	0.350325546422407	0.00341781020899909	0	0	0	0	1.5157988276911	0.00512671531349864
HC08	0	0.312910390894794	0.00810648681074596	0	0.0113490815350443	0.00648518944859677	0.0648518944859677	0.0372898393294314	0	17.7207801682907	1.94393553721688	7.24395661408259	0	0.270756659478915	0	0	0	0	3.1047844485157	0.774980139107314	0.217253846527992	0.867394088749818	0	2.15470419429628	0.0113490815350443	0	0.0210768657079395	0.0324259472429838	0	0.290212227824705	0	0.176721412474262	0	0.611229105530245	0.437750287780282	0	0	0	0	0.00324259472429838	0	0	0	19.854407496879	0.0680944892102661	0	0.531785534784935	0	0.171857520387814	0	0	0.00972778417289515	0	0	2.08336711036171	0	0.0405324340537298	0	0.616092997616693	0.457205856126072	2.29899965952755	0	9.4197376740868	0	0	0.0259407577943871	0.110248220626145	0	2.62001653723309	18.1958202954004	0	0	0	0.00648518944859677	2.42059696168874	0.126461194247637	1.08302663791566	0	0	0.248058496408826	0.0243194604322379	2.04931986575658	0	0	0	0	0	0.546377211044278	0
HC09	0	0	0.00849816227240859	0	0.072234379315473	0	0.0467398924982473	0	0	4.46790881471882	1.91633559242814	1.81648218572734	0	0.635237629862542	0	0	0	0	1.78673861777391	1.42344218062844	0.0807325415878816	0.907178822579617	0	0.669230278952177	0.0233699462491236	0	0	0.146593299199048	0	0.110476109541312	0	3.48637107225563	0	10.5058531092651	3.68395334508912	0	0	0	0	0	0	0	0	12.1523720495443	0	0	0.60336952134101	0	0.0594871359068601	0	0	0	0	0	5.38358579957084	0	0.0318681085215322	0	0.0637362170430644	0	0.805200875310714	0	26.3825447746925	0	0	0	0	0	2.2753829484374	14.3151543478723	0	0	0	0	0.0849816227240859	0	1.02615309439334	0	0	0.994284985871805	0.382417302258387	2.58981495251652	0	0	0	0	0	0.74146465826765	0
HC10	0	0.9106239460371	0.00936855911560802	0	1.54768596589844	0	0.402848041971145	0.0730747611017425	0	14.6186996439948	4.39385422522016	10.0056211354694	0	0.0543376428705265	0	0	0	0	1.72194116544875	0	0.0674536256323777	0.680157391793142	0	2.13041034288926	0.470301667603523	0.00562113546936481	0.0955593029792018	0.329773280869402	0	0.0880644556867154	0	0.127412403972269	0	0.352257822746862	0.968709012553869	0	0	0	0	0	0	0	0.0206108300543376	10.2098557241896	1.74629941914933	0	1.2834925988383	0	0.0318531009930673	0	0	0.0168634064080944	0	0	5.99213041034289	0	0	0	0.00749484729248642	0.00936855911560802	4.49690837549185	0	10.7794641184186	0	0	0	0.430953719317969	0	5.7766535506839	14.1221660108675	0.00562113546936481	0	0	0	0.239835113359565	0	1.12610080569608	0	0	0.429080007494847	0.281056773468241	1.66385609893198	0.108675285741053	0	0	0	0	1.34719880082443	0
HC11	0	0	0	0	0.115342399493982	0	0.0669730061577958	0	0	18.384090190315	2.53009134373895	5.44899819544956	0	0.119063122058304	0	0	0	0	3.05843394787268	0	0.139527096162075	0.919018473387532	0	1.4548025226499	0.0279054192324149	0	0.01860361282161	0.195337934626905	0	0	0	0.0558108384648299	0	0.905995944412405	0.978550034416684	0	0	0	0	0	0	0	0.0576711997469909	27.8812345357468	0.0446486707718639	0	0.8966941380016	0	0.310680334120886	0	0	0.00930180641080498	0	0	2.7998437296523	0	0	0	0.016743251539449	0.0297657805145759	1.93849645601176	0	0	0	0	0	0	0	5.23505664800104	22.5419976559448	0	0	0	0	1.421316019571	0	0.427883094897029	0	0	0.0613919223113129	0.104180231801016	1.09017171134634	0.01860361282161	0	0	0	0	0.613919223113129	0
HC12	0	0	0	0	2.93054605841555	0	0.0641929136605311	0	0	18.7638677625979	5.98808244602911	0.507961316792029	0	0.147922801043833	0	0	0	0	5.44523367616071	0.0055819924922201	0.238630179042409	1.65924726831242	0	0.131176823567172	0.0153504793536053	0	0	0.255376156519069	0	0.0669839099066412	0	0.147922801043833	0.0502379324299809	0.418649436916507	0.620996664759486	0	0	0	6.44999232476032	0.00418649436916507	0	0	0.0990803667369067	15.9979904827028	0.0781478948910814	0	1.57970387529829	0	0.255376156519069	0	0	0	0	0	4.65259074226545	0	0	0	0.0195369737227703	0.0055819924922201	3.35896398219344	0.00418649436916507	0	0	0	0	0.125594831074952	0	5.71316931578727	10.7188210831856	0.00279099624611005	0	0	0	0.403298957562902	0	1.81414755997153	0	0	0.714495039004172	0.152109295412998	1.29362676007201	0	0	0	0	0	0.760546477064988	0
HC13	0	1.52662084692617	0.0158363158394831	0	0	0	0.0300890000950179	0	0	22.1740094384442	0.4687549488487	7.43990118138916	0	0.307224527285972	0	0	0	0	1.64856047889019	0	0	0.387989738067336	0	2.09831184873151	0	0	0	0.115605105628227	0	0.541602001710322	0	0.0110854210876382	0	1.53137174167802	1.23523263547968	0	0.00316726316789662	0	0.00791815791974155	0	0	0	0	24.633389288316	0	0	0.476673106768441	0	0.133025053051658	0	0	0	0	0	1.48227916257562	0	0	0	0.188452158489849	0.00633452633579324	1.11012574034777	0.00633452633579324	6.18724859848605	0	0	0	0	0	2.12681721724258	21.996642701042	0	0	0.582776422892978	0	0.118772368796123	0	0.617616317739841	0	0	0.616032686155893	0.00791815791974155	0.0221708421752763	0	0	0	0	0	0.0617616317739841	0.00316726316789662
HC14	0	1.46236389146889	0.0118570045254234	0	0	0	0	0	0	14.9101831907199	0.124498547516946	17.8665296523921	0	0.656087583740094	0	0	0	0	0	0	0	0.173902733039543	0	4.12623757484734	0	0	0	0.0276663438926546	0	0.401161986443492	0	0.752919787364385	0.0434756832598858	0.098808371045195	0.231211588245756	0	0	0	0	0	0	0	0	24.8443768156038	0	0	0	0.0059285022627117	0.136355552042369	0	0	0	0	0	0.0948560362033871	0	0	0.0414995158389819	1.19558128964686	0	1.25289014485307	0.0039523348418078	0	0	0	0	0	0	0.138331719463273	22.0066003991858	0	0	0	0	4.72699247080213	0.213426081457621	4.26259312688971	0	0	0.0019761674209039	0	0.11659387783333	0	0	0	0	0	0	0
HC15	0	0.208478109798471	0.0157937961968539	0	1.82576284035631	0	0.24638322067092	0	0	20.1023437993556	2.94712237033293	2.06582854254849	0	0.20216059131973	0.00947627771811233	0	0	0	2.22060774527765	0	0.145302925011056	2.41329205887927	0	3.88211510518668	0.309558405458336	0.0315875923937078	0.129509128814202	0.287447090782741	0	0.157937961968539	0	0.0379051108724493	0.0126350369574831	0.486448922863099	1.12767704845537	0	0	0.0221113146755954	0.6917682734222	0	0	0.00631751847874155	0	21.1573693853055	0	0	0.562259144607998	0	0.309558405458336	0	0	0	0	0	5.00979215364205	0	0	0	0.0631751847874155	0.00947627771811233	3.23772822035504	0	0.0126350369574831	0	0	0.0600164255480447	0	0	6.74079221681723	18.1912944595363	0	0	0.0410638701118201	0.00631751847874155	0.186366795122876	0	1.4593467685893	0	0	0.439067534272538	0.0252700739149662	1.84471539579253	0	0	0	0	0	0.492766441341841	0
HC16	0	1.38830204623649	0.0120721917064043	0.0120721917064043	0.0181082875596064	0	0.199191163155671	0	0	20.0247479929981	0.860143659081306	6.96565461459528	0	0.11166777328424	0	0	0	0	0.78771050884288	0	0.0543248626788193	0.87221585078771	0	1.31285084807147	0	0	0.0181082875596064	0.347075511559124	0	0.217299450715277	0	0.277660409247299	0	1.55429468219955	0.576447153980805	0	0.00603609585320215	0	0	0	0	0	0	20.9241262751252	0.00905414377980322	0	0.971811432365546	0	0.383292086678336	0	0	0	0	0	2.62268364821633	0	0	0	0.16901068388966	0	1.20118307478723	0.00905414377980322	15.4825858634635	0	0	0	0	0	3.41643025291242	14.4564495684191	0	0	0	0	1.37321180660349	0	1.75650389328183	0	0	0.247479929981288	0.0362165751192129	0.458743284843363	0.042252670972415	0	0	0	0	0.579465201907406	0
HC17	0	2.50227161529321	0	0	1.2860837352345	0	0.0978541972461033	0	0	21.8424547424338	4.78786607954148	6.33955406444398	0	0.0768854406933669	0.034947927587894	0	0	0	0.852729433144614	1.13231285384777	0.244635493115258	2.79583420703152	0	0.684979380722723	0	0	0	0.132802124833997	0	0.11882295379884	0	1.42587544558608	0	0.398406374501992	0.573146012441462	0	0.0419375131054728	0.0629062696582093	0	0.0139791710351576	0	0	0	17.1873907877263	0	0	0.950583630390718	0	0.111833368281261	0	0	0.034947927587894	0	0	4.03998042916055	0	0	0	0.111833368281261	0	6.10889774236388	0.0139791710351576	0.146781295869155	0	0	0	0	0	6.40944991961977	14.7410358565737	0	0	0	0	0.146781295869155	0	2.08988606975606	0	0	0.698958551757881	0	0.0559166841406305	0.0838750262109457	0	0	0	0	0.475291815195359	0
HC18	0	1.78068410462777	0.0150905432595573	0	0	0	0.0201207243460765	0	0	19.1750503018109	0.548289738430583	7.10764587525151	0	0.231388329979879	0	0	0	0	0.377263581488934	0.176056338028169	0.0503018108651912	0.231388329979879	0	2.47987927565392	0.0251509054325956	0	0.0150905432595573	0.0905432595573441	0	0.105633802816901	0	0.0503018108651912	0.0201207243460765	0.236418511066398	0.120724346076459	0	0	0	0	0	0	0	0	23.6468812877264	1.61971830985915	0	0.900402414486922	0	0.367203219315895	0	0	1.72032193158954	0	0	2.38933601609658	0	0	0	0.045271629778672	0.0150905432595573	1.841046277666	0	0	0	0	0	0	0	3.6317907444668	23.3752515090543	0	0	0	0	0.39738430583501	0	1.15191146881288	0	0	1.11167002012072	0	1.25251509054326	0.0603621730382294	0	0	0	0	0.508048289738431	0
HC19	0	0.00487416529919251	0.016247217663975	0	0	0	0.0536158182911176	0	0	33.487140327219	1.72220507238135	8.37706542754553	0	0.477668199320866	0	0	0	0.00487416529919251	0.131602463078198	0.00649888706559002	0	0.0113730523647825	0	1.38913711026987	0	0.0113730523647825	0	0.422427659263351	0	0.0438674876927326	0	0.0714877577214902	0	1.85218281369316	0.151099124274968	0	0	0	0	0	0	0	0	20.8386813758144	0.0942338624510553	0	1.16655022827341	0.00487416529919251	0.316820744447513	0	0	0	0	0	0.560529009407139	0	0.0341191570943476	0.01299777413118	0.00974833059838503	0	2.93424751011389	0.00487416529919251	2.17712716697266	0	0	0	0	0	3.45578319712749	9.87993306146322	0	0	0	0.00324944353279501	0.454922094591301	0	1.69945896765179	0	0	1.15517717590863	0	6.61424231100424	0.0308697135615526	0	0	0	0	0.112105801881428	0
HC20	0	5.6515204927918	0.0111323450284802	0	0	0	0.249550067721766	0.107612668608642	0	32.0435274690614	0.837708963393139	2.13741024546821	0	0.00278308625712006	0	0	0	0.00371078167616008	0.0361801213425608	0	0	1.38041078353155	0	1.44534946286435	0.0157708221236804	0	0.00278308625712006	0.90914151065922	0	0.132660444922723	0	1.92496799450804	0	0.46384770952001	8.66374751841475	0	0	0	0	0	0	0	0	13.4256081043472	0.00927695419040021	0	0.395198248511049	0	0.0797818060374418	0	0	0	0	0	1.67263484052916	0	0.0686494610089615	0	0.00649386793328015	0	1.75148895114756	0	9.45414401543685	0	0	0	0.00185539083808004	0	3.86663450655881	10.4708981947047	0	0	0	0.0046384770952001	0.0816371968755218	0	1.82013841215652	0	0	0.500955526281611	0.0343247305044808	0.218936118893445	0	0	0	0	0	0.0102046496094402	0
HC21	0	1.71589137747149	0.012306177701206	0	0.774878989252605	0.00287144146361473	0.0611206825826565	0.00164082369349413	0	28.7665107884158	0.155468044958569	4.19148412503077	0.00164082369349413	0.331856592009189	0	0	0	0.00820411846747067	3.14504881450488	0	0.048404298958077	0.653458035934039	0	0.946345065222742	0.0955779801460333	0	0.0229715317089179	0.26704405611617	0	0.139470013947001	0	0.0631717121995242	0.0508655344983182	0.81384855197309	0.903273443268521	0	0.0086143243908442	0.0012306177701206	0	0.00205102961686767	0.012306177701206	0	0	18.1388957256543	0.0574288292722947	0	1.4135696119452	0	0.315858560997621	0	0	0.0529165641151858	0	0	1.91771269177127	0.00287144146361473	0	0.0147674132414472	0.00697350069735007	0.0151776191648207	1.56042333251292	0.00533267700385594	1.58216424645172	0	0	0	0	0	3.45844613996226	22.3968332102716	0	0.00410205923373533	0.234637788169661	0	0.243252112560505	0	1.6010337189269	0.0578390351956682	0	2.57322175732218	0	0.00656329477397654	0	0	0	0	0	0.593978177044877	0
HC22	0	0	0.0201350881367722	0	0	0	0.00366092511577676	0	0.00549138767366514	23.1077593307829	0.788929362449891	6.5201076311984	0	0.32765279786202	0	0	0	0	3.50350533579836	0.00549138767366514	0.0402701762735443	0.701067159671249	0	2.12333656715052	0	0	0.00549138767366514	0.250773370430708	0	0.721202247808021	0	0.0183046255788838	0.0183046255788838	0.845673701744431	4.0471527154912	0	0	0	0	0	0	0	0	17.7170470978016	0.0219655506946605	0	0.728524098039575	0	0.340466035767238	0.00549138767366514	0	0	0	0	2.54800388058062	0	0	0.0109827753473303	0.0421006388314327	0	1.89269828485658	0	0	0	0	0	0	0	5.21864875253977	21.6287455840091	0	0	0	0	2.39973641339166	0	1.24837546447987	0	0	1.62728121396277	0.0750489648734235	1.03055042009116	0	0	0	0	0	0.241621057641266	0
HC23	0	3.10121022838181	0	0	0	0	0.0146398594573492	0.0121998828811243	0	31.4805777864533	1.22974819441733	4.5529962912356	0	0.287917235994534	0	0	0	0.00975990630489947	0.0073199297286746	0.121998828811243	0.0195198126097989	0.0902791333203201	0	2.21061877805973	0	0	0	0.649033769275815	0	0.661233652156939	0	0.268397423384735	0	3.69168455982823	0.658793675580714	0	0.0268397423384735	0.0268397423384736	0	0	0	0	0	18.9952176459106	0.00487995315244974	0	0.900351356626976	0	0.224477845012688	0	0	0	0	0	1.59818465742729	0	0	0	0.0975990630489947	0	0.619754050361117	0.0195198126097989	0.0536794846769471	0	0	0	0	0	2.88405231309779	16.2478040210814	0.0268397423384735	0	0	0	2.09349990240094	0	1.58354479796994	0	0	0.824712082764005	0	0.156158500878392	0	0	0	0	0	0.0609994144056217	0
HC24	0	3.79684418145957	0	0	0.00924556213017752	0	0.104783037475345	0	0	26.2573964497041	1.46079881656805	4.29610453648915	0	0.107864891518738	0.01232741617357	0	0	0.00924556213017752	0.030818540433925	0.00616370808678501	0.101701183431953	0	0	0.144847140039448	0.02465483234714	0	0.0493096646942801	0.366740631163708	0	0.200320512820513	0	0.930719921104536	0.218811637080868	8.54598126232741	0.237302761341223	0	0	0	0	0	0	0	0	19.3971893491124	0.0215729783037475	0	0.875246548323471	0	0.107864891518738	0	0	0	0	0	2.00320512820513	0	0	0	0	0	0.16025641025641	0	0	0	0	0	0	0	2.38227317554241	22.4513067061144	0	0	0	0	0.779709072978304	0	1.49469921104536	0	0	0.933801775147929	0	0	0	0	0	0	0	0.298939842209073	0
HC25	0	0	0	0	0	0	0.0515286843009275	0	0	22.6783465017749	1.55731134776136	3.84747509446925	0	0.291995877705256	0	0	0	0.0171762281003092	0.223290965304019	0	0	0.143135234169243	0	2.75392190541624	0	0	0	0.286270468338486	0	0.148860643536013	0	0.732852398946525	0	0.532463071109584	0.21184014657048	0	0	0	0	0.0171762281003092	0	0	0	19.5350967594183	0.137409824802473	0	2.12985228443834	0	0.0400778655673881	0	0	0	0	0	4.3112332531776	0	0	0.0458032749341578	0	0	0.698499942745906	0	10.1969540822169	0	0	0	0	0	3.88182755066987	18.6762853544029	0	0	0	0.0400778655673881	0.435131111874499	0	1.62029085079583	0	0	1.40272529485858	0	1.98671705026909	0	0	0	0	0	1.22523760448872	0
HC26	0	0.00266737796745799	0.0071130079132213	0	0	0	0.0124477638481373	0	0	35.0333422245932	0	12.6807148572953	0	0.169823063928159	0	0	0	0.0986929847959456	0	0	0	0.158264426069174	0	0	0	0.0204498977505112	0	0.959366942295723	0	0.501467057882102	0	0.200053347559349	0	0.755757090779763	0.665066239886192	0	0	0.00266737796745799	0	0	0	0	0	21.8155952698497	0.0231172757179692	0	0	0	0	0	0	0	0	0	1.65821996976972	0.0124477638481373	0	0.0133368898372899	0.0462345514359385	0	0.856228327554014	0	0.0151151418155953	0	0	0	0.00177825197830533	0	0.00533475593491598	0.232951009157998	0.00266737796745799	0	0	0	10.7121899173113	0	3.72543789454966	0	0	7.23303992175691	0	2.32061883168845	0	0	0	0	0	0	0
HC27	0	0	0	0	0.0759128520458514	0	0.0683215668412662	0	0	27.0553404691414	0	7.92530175358688	0	0.144234418887118	0	0.0151825704091703	0	0	0	0.584528960753055	0	0.478250967888864	0	0.979275791391482	0	0	0	0.311242693387991	0	1.26015334396113	0	0	0	1.76876945266834	0.129051848477947	0	0	0	0	0	0	0	0	24.9753283230851	0	0	2.39125483944432	0	0.516207393911789	0	0	0	0	0	1.93577772716921	0	0	0	0.129051848477947	0	0.334016549001746	0	0	0	0	0	0	0	4.94951795338951	19.1604038563729	0	0	0	0	0.394746830638427	0	2.1938814241251	0	0	0	0	1.44993547407576	0	0	0	0	0	0.440294541865938	0
